Site,Transect,species,count,prob.,A. herba-alba Expected coex.,A. herba-alba Real coex.,L. spartum Expected coex.,L. spartum Real coex.,S. vermiculata Expected coex.,S. vermiculata Real coex.
LAUn,1,allium,1,0.0008,0.0768,0,0.4008,1,,
LAUn,1,anacyclu,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,anaga,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,ARTIBA,96,0.0768,NA,NA,38.4768,45,,
LAUn,1,ASPH,9,0.0072,0.6912,0,3.6072,2,,
LAUn,1,ASTER,7,0.0056,0.5376,0,2.8056,6,,
LAUn,1,astrase,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,avebro,27,0.0216,2.0736,0,10.8216,6,,
LAUn,1,avena,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,BRADI,8,0.0064,0.6144,0,3.2064,2,,
LAUn,1,BRARE,53,0.0424,4.0704,1,21.2424,2,,
LAUn,1,BRORU,8,0.0064,0.6144,1,3.2064,0,,
LAUn,1,bublepru,2,0.0016,0.1536,0,0.8016,0,,
LAUn,1,bupbal,1,0.0008,0.0768,0,0.4008,1,,
LAUn,1,BUPLEU,3,0.0024,0.2304,0,1.2024,1,,
LAUn,1,centa,1,0.0008,0.0768,0,0.4008,1,,
LAUn,1,centratus,1,0.0008,0.0768,1,0.4008,1,,
LAUn,1,DACT,37,0.0296,2.8416,6,14.8296,15,,
LAUn,1,DESMA,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,DIPCA,14,0.0112,1.0752,1,5.6112,5,,
LAUn,1,echina,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,efedra,2,0.0016,0.1536,0,0.8016,0,,
LAUn,1,ely,2,0.0016,0.1536,0,0.8016,0,,
LAUn,1,euphe,1,0.0008,0.0768,0,0.4008,1,,
LAUn,1,festuca,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,FILAGO,7,0.0056,0.5376,0,2.8056,3,,
LAUn,1,GALIVE,2,0.0016,0.1536,0,0.8016,1,,
LAUn,1,GENISCO,10,0.008,0.768,0,4.008,2,,
LAUn,1,globu,7,0.0056,0.5376,0,2.8056,1,,
LAUn,1,helihirt,9,0.0072,0.6912,0,3.6072,1,,
LAUn,1,HELIPI,6,0.0048,0.4608,0,2.4048,3,,
LAUn,1,HELISA,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,HORDEUM,13,0.0104,0.9984,0,5.2104,9,,
LAUn,1,HYP,8,0.0064,0.6144,0,3.2064,3,,
LAUn,1,junipho,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,koelerval,29,0.0232,2.2272,0,11.6232,4,,
LAUn,1,LINU,24,0.0192,1.8432,1,9.6192,13,,
LAUn,1,lygi,501,0.4008,38.4768,45,NA,NA,,
LAUn,1,malcomia,20,0.016,1.536,0,8.016,7,,
LAUn,1,MATIOLA,2,0.0016,0.1536,0,0.8016,0,,
LAUn,1,NEATOS,2,0.0016,0.1536,0,0.8016,1,,
LAUn,1,OROBRAN,1,0.0008,0.0768,0,0.4008,0,,
LAUn,1,PLAFRA,4,0.0032,0.3072,0,1.6032,2,,
LAUn,1,PLAL,93,0.0744,7.1424,4,37.2744,38,,
LAUn,1,ROME,198,0.1584,15.2064,2,79.3584,22,,
LAUn,1,RUTA,3,0.0024,0.2304,0,1.2024,0,,
LAUn,1,scabiosa,2,0.0016,0.1536,0,0.8016,0,,
LAUn,1,SEDU,10,0.008,0.768,0,4.008,6,,
LAUn,1,sonchus,6,0.0048,0.4608,2,2.4048,2,,
LAUn,1,SPERGULA,24,0.0192,1.8432,4,9.6192,4,,
LAUn,1,STIPALAG,191,0.1528,14.6688,19,76.5528,37,,
LAUn,1,taraxa,4,0.0032,0.3072,0,1.6032,3,,
LAUn,1,TEUCAP,4,0.0032,0.3072,0,1.6032,2,,
LAUn,1,thapsia,7,0.0056,0.5376,0,2.8056,5,,
LAUn,1,THYMUVU,25,0.02,1.92,1,10.02,12,,
LAUn,2,allium,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,ARTIBA,87,0.069544365,NA,NA,32.5467,22,0.4176,2
LAUn,2,ASPH,9,0.007194245,0.6255,0,3.3669,4,0.0432,0
LAUn,2,ASTER,12,0.009592326,0.834,0,4.4892,4,0.0576,0
LAUn,2,ASTRAG,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,avebro,7,0.005595524,0.4865,0,2.6187,4,0.0336,0
LAUn,2,avena,39,0.03117506,2.7105,3,14.5899,9,0.1872,1
LAUn,2,BRADI,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,BRARE,81,0.064748201,5.6295,0,30.3021,31,0.3888,0
LAUn,2,brodia,2,0.001598721,0.139,0,0.7482,2,0.0096,0
LAUn,2,BRORU,7,0.005595524,0.4865,0,2.6187,2,0.0336,0
LAUn,2,bublepru,11,0.008792966,0.7645,0,4.1151,1,0.0528,0
LAUn,2,cabu,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,centratus,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,cistuclu,17,0.013589129,1.1815,0,6.3597,3,0.0816,0
LAUn,2,coronilla,7,0.005595524,0.4865,0,2.6187,4,0.0336,0
LAUn,2,DACT,35,0.027977618,2.4325,3,13.0935,10,0.168,0
LAUn,2,DIPCA,15,0.011990408,1.0425,1,5.6115,6,0.072,0
LAUn,2,efedra,10,0.007993605,0.695,0,3.741,3,0.048,0
LAUn,2,ely,4,0.003197442,0.278,2,1.4964,0,0.0192,0
LAUn,2,festuca,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,FILAGO,2,0.001598721,0.139,0,0.7482,0,0.0096,0
LAUn,2,GENISCO,28,0.022382094,1.946,0,10.4748,3,0.1344,0
LAUn,2,globu,1,0.000799361,0.0695,0,0.3741,1,0.0048,0
LAUn,2,HEDYP,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,helihirt,31,0.024780176,2.1545,1,11.5971,11,0.1488,0
LAUn,2,HELIPI,2,0.001598721,0.139,0,0.7482,0,0.0096,0
LAUn,2,HELISA,6,0.004796163,0.417,1,2.2446,0,0.0288,0
LAUn,2,HELYCRI,4,0.003197442,0.278,0,1.4964,0,0.0192,0
LAUn,2,HORDEUM,9,0.007194245,0.6255,1,3.3669,4,0.0432,0
LAUn,2,koelerval,22,0.017585931,1.529,2,8.2302,3,0.1056,0
LAUn,2,LINU,17,0.013589129,1.1815,0,6.3597,7,0.0816,0
LAUn,2,lygi,468,0.374100719,32.526,22,NA,NA,2.2464,2
LAUn,2,malcomia,6,0.004796163,0.417,0,2.2446,0,0.0288,0
LAUn,2,MATIOLA,1,0.000799361,0.0695,1,0.3741,0,0.0048,0
LAUn,2,MEDI,9,0.007194245,0.6255,0,3.3669,3,0.0432,0
LAUn,2,NEATOS,1,0.000799361,0.0695,0,0.3741,1,0.0048,0
LAUn,2,peganum,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,phalacan,1,0.000799361,0.0695,1,0.3741,0,0.0048,0
LAUn,2,PLAFRA,2,0.001598721,0.139,0,0.7482,0,0.0096,0
LAUn,2,PLAL,129,0.103117506,8.9655,2,48.2589,42,0.6192,1
LAUn,2,plalag,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,POLYGALA,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,rapis,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,ROME,148,0.118305356,10.286,0,55.3668,38,0.7104,0
LAUn,2,save,6,0.004796163,0.417,2,2.2446,2,NA,NA
LAUn,2,SEDU,3,0.002398082,0.2085,0,1.1223,0,0.0144,0
LAUn,2,sherardia,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,sisymbrium,2,0.001598721,0.139,0,0.7482,1,0.0096,0
LAUn,2,sonchus,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,SPERGULA,3,0.002398082,0.2085,0,1.1223,2,0.0144,0
LAUn,2,stella,1,0.000799361,0.0695,0,0.3741,1,0.0048,0
LAUn,2,STIPALAG,242,0.193445244,16.819,25,90.5322,24,1.1616,1
LAUn,2,taraxa,6,0.004796163,0.417,0,2.2446,2,0.0288,0
LAUn,2,TEUCAP,3,0.002398082,0.2085,0,1.1223,0,0.0144,0
LAUn,2,thapsia,2,0.001598721,0.139,0,0.7482,2,0.0096,0
LAUn,2,THYMUVU,34,0.027178257,2.363,0,12.7194,19,0.1632,0
LAUn,2,torilis,9,0.007194245,0.6255,0,3.3669,8,0.0432,0
LAUn,2,trisetum,1,0.000799361,0.0695,0,0.3741,0,0.0048,0
LAUn,2,vicia,5,0.003996803,0.3475,0,1.8705,3,0.024,0
LAUn,2,xeran,1,0.000799361,0.0695,0,0.3741,1,0.0048,0
LAUn,3,aizoon,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,ARTIBA,96,0.0768,NA,NA,38.5536,46,0.768,1
LAUn,3,asphoce,3,0.0024,0.23058432,0,1.2048,2,0.024,0
LAUn,3,ASTER,5,0.004,0.3843072,0,2.008,4,0.04,0
LAUn,3,astrase,2,0.0016,0.15372288,0,0.8032,0,0.016,0
LAUn,3,atrip,6,0.0048,0.46116864,0,2.4096,5,0.048,0
LAUn,3,avebro,20,0.016,1.5372288,1,8.032,7,0.16,0
LAUn,3,avena,5,0.004,0.3843072,0,2.008,3,0.04,0
LAUn,3,BRADI,14,0.0112,1.07606016,3,5.6224,8,0.112,0
LAUn,3,BRARE,54,0.0432,4.15051776,1,21.6864,9,0.432,0
LAUn,3,BRORU,17,0.0136,1.30664448,1,6.8272,10,0.136,0
LAUn,3,buplefru,5,0.004,0.3843072,0,2.008,1,0.04,0
LAUn,3,BUPLEU,5,0.004,0.3843072,0,2.008,0,0.04,0
LAUn,3,centa,1,0.0008,0.07686144,0,0.4016,1,0.008,0
LAUn,3,cistuclu,2,0.0016,0.15372288,0,0.8032,0,0.016,0
LAUn,3,DACT,23,0.0184,1.76781312,3,9.2368,12,0.184,0
LAUn,3,DIPCA,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,efedra,6,0.0048,0.46116864,0,2.4096,0,0.048,0
LAUn,3,eruca,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,FILAGO,3,0.0024,0.23058432,0,1.2048,0,0.024,0
LAUn,3,globu,6,0.0048,0.46116864,0,2.4096,3,0.048,0
LAUn,3,HELIHIRT,3,0.0024,0.23058432,0,1.2048,0,0.024,0
LAUn,3,HELIPI,18,0.0144,1.38350592,2,7.2288,6,0.144,1
LAUn,3,HELISA,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,hordeum,11,0.0088,0.84547584,1,4.4176,5,0.088,0
LAUn,3,HYP,2,0.0016,0.15372288,1,0.8032,0,0.016,0
LAUn,3,junipho,3,0.0024,0.23058432,0,1.2048,0,0.024,0
LAUn,3,koelerval,3,0.0024,0.23058432,0,1.2048,0,0.024,0
LAUn,3,LINU,17,0.0136,1.30664448,0,6.8272,9,0.136,0
LAUn,3,lygi,502,0.4016,38.58444288,46,NA,NA,4.016,2
LAUn,3,malcomia,14,0.0112,1.07606016,0,5.6224,1,0.112,0
LAUn,3,MEDILIT,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,NEATOS,7,0.0056,0.53803008,1,2.8112,1,0.056,0
LAUn,3,PLAFRA,9,0.0072,0.69175296,0,3.6144,6,0.072,0
LAUn,3,PLAL,19,0.0152,1.46036736,0,7.6304,12,0.152,0
LAUn,3,ROME,174,0.1392,13.37389056,1,69.8784,36,1.392,0
LAUn,3,save,10,0.008,0.7686144,1,4.016,2,NA,NA
LAUn,3,SEDU,15,0.012,1.1529216,0,6.024,11,0.12,0
LAUn,3,sherardia,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,sisymbrium,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,sonchus,4,0.0032,0.30744576,0,1.6064,2,0.032,0
LAUn,3,SPERGULA,3,0.0024,0.23058432,1,1.2048,2,0.024,0
LAUn,3,STIPALAG,126,0.1008,9.68454144,27,50.6016,22,1.008,0
LAUn,3,STIPAR,26,0.0208,1.99839744,1,10.4416,6,0.208,0
LAUn,3,taraxa,2,0.0016,0.15372288,0,0.8032,1,0.016,0
LAUn,3,TEUCAP,4,0.0032,0.30744576,1,1.6064,4,0.032,0
LAUn,3,thapsia,19,0.0152,1.46036736,3,7.6304,14,0.152,0
LAUn,3,THYMELEA,1,0.0008,0.07686144,0,0.4016,0,0.008,0
LAUn,3,THYMUVU,49,0.0392,3.76621056,1,19.6784,26,0.392,1
LAUn,4,aegg,2,0.001598721,0.1534,0,0.753,0,,
LAUn,4,aizoon,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,alyaly,3,0.002398082,0.2301,0,1.1295,2,,
LAUn,4,ARTIBA,96,0.076738609,NA,NA,36.144,29,,
LAUn,4,asphoce,8,0.006394884,0.6136,0,3.012,8,,
LAUn,4,ASTER,6,0.004796163,0.4602,0,2.259,4,,
LAUn,4,astrag,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,avebro,11,0.008792966,0.8437,0,4.1415,3,,
LAUn,4,avena,2,0.001598721,0.1534,1,0.753,0,,
LAUn,4,BRADI,2,0.001598721,0.1534,0,0.753,2,,
LAUn,4,BRARE,83,0.066346922,6.3661,0,31.2495,39,,
LAUn,4,BRORU,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,buplefru,3,0.002398082,0.2301,0,1.1295,1,,
LAUn,4,BUPLEU,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,cistuclu,14,0.011191047,1.0738,0,5.271,1,,
LAUn,4,crupi,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,DACT,21,0.016786571,1.6107,3,7.9065,7,,
LAUn,4,DIPCA,5,0.003996803,0.3835,0,1.8825,2,,
LAUn,4,ely,3,0.002398082,0.2301,0,1.1295,1,,
LAUn,4,GENISCO,25,0.019984013,1.9175,0,9.4125,3,,
LAUn,4,globu,4,0.003197442,0.3068,0,1.506,0,,
LAUn,4,HELIHIRT,50,0.039968026,3.835,1,18.825,22,,
LAUn,4,HELIPI,27,0.021582734,2.0709,1,10.1655,9,,
LAUn,4,HELISA,5,0.003996803,0.3835,0,1.8825,1,,
LAUn,4,HELYCRI,4,0.003197442,0.3068,0,1.506,0,,
LAUn,4,hordeum,4,0.003197442,0.3068,1,1.506,0,,
LAUn,4,HYP,2,0.001598721,0.1534,0,0.753,0,,
LAUn,4,koelerval,15,0.011990408,1.1505,0,5.6475,2,,
LAUn,4,LINU,12,0.009592326,0.9204,0,4.518,7,,
LAUn,4,lygi,471,0.376498801,36.1257,29,NA,NA,,
LAUn,4,malcomia,10,0.007993605,0.767,0,3.765,1,,
LAUn,4,MEDILIT,4,0.003197442,0.3068,0,1.506,1,,
LAUn,4,NEATOS,1,0.000799361,0.0767,0,0.3765,1,,
LAUn,4,onopus,19,0.01518785,1.4573,0,7.1535,3,,
LAUn,4,peganum,2,0.001598721,0.1534,0,0.753,1,,
LAUn,4,PLAFRA,2,0.001598721,0.1534,0,0.753,1,,
LAUn,4,PLAL,56,0.044764189,4.2952,0,21.084,22,,
LAUn,4,poabul,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,POLYGALA,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,rali,2,0.001598721,0.1534,0,0.753,0,,
LAUn,4,RETAMA,2,0.001598721,0.1534,0,0.753,0,,
LAUn,4,ROME,224,0.179056755,17.1808,2,84.336,54,,
LAUn,4,SEDU,4,0.003197442,0.3068,0,1.506,1,,
LAUn,4,sonchus,6,0.004796163,0.4602,0,2.259,6,,
LAUn,4,SPERGULA,1,0.000799361,0.0767,0,0.3765,0,,
LAUn,4,STIPALAG,156,0.12470024,11.9652,16,58.734,30,,
LAUn,4,STIPAR,16,0.012789768,1.2272,1,6.024,1,,
LAUn,4,taraxa,8,0.006394884,0.6136,0,3.012,3,,
LAUn,4,TEUCAP,6,0.004796163,0.4602,0,2.259,2,,
LAUn,4,THYMUVU,36,0.028776978,2.7612,0,13.554,5,,
LAUn,5,ANAGA,1,0.0008,0.0848,0,0.3704,1,0.0024,0
LAUn,5,ARTIBA,106,0.0848,NA,NA,39.2624,48,0.2544,0
LAUn,5,ASTER,14,0.0112,1.1872,2,5.1856,11,0.0336,0
LAUn,5,atrip,6,0.0048,0.5088,0,2.2224,0,0.0144,0
LAUn,5,avebro,13,0.0104,1.1024,2,4.8152,5,0.0312,0
LAUn,5,BRADI,9,0.0072,0.7632,0,3.3336,2,0.0216,0
LAUn,5,BRARE,154,0.1232,13.0592,4,57.0416,32,0.3696,2
LAUn,5,BRORU,14,0.0112,1.1872,0,5.1856,8,0.0336,0
LAUn,5,buplefru,17,0.0136,1.4416,0,6.2968,2,0.0408,0
LAUn,5,BUPLEU,2,0.0016,0.1696,0,0.7408,0,0.0048,0
LAUn,5,cistuclu,2,0.0016,0.1696,0,0.7408,0,0.0048,0
LAUn,5,DACT,28,0.0224,2.3744,5,10.3712,9,0.0672,0
LAUn,5,DIPCA,1,0.0008,0.0848,0,0.3704,0,0.0024,0
LAUn,5,echina,3,0.0024,0.2544,0,1.1112,2,0.0072,0
LAUn,5,efedra,11,0.0088,0.9328,0,4.0744,2,0.0264,0
LAUn,5,ELY,2,0.0016,0.1696,0,0.7408,0,0.0048,0
LAUn,5,FILAGO,3,0.0024,0.2544,0,1.1112,0,0.0072,0
LAUn,5,GALIVE,3,0.0024,0.2544,0,1.1112,1,0.0072,0
LAUn,5,GENISCO,15,0.012,1.272,0,5.556,4,0.036,0
LAUn,5,globu,13,0.0104,1.1024,1,4.8152,2,0.0312,0
LAUn,5,HELIHIRT,4,0.0032,0.3392,0,1.4816,1,0.0096,0
LAUn,5,HELIPI,14,0.0112,1.1872,0,5.1856,4,0.0336,0
LAUn,5,HELISA,1,0.0008,0.0848,0,0.3704,0,0.0024,0
LAUn,5,HORDEUM,9,0.0072,0.7632,0,3.3336,2,0.0216,0
LAUn,5,HYP,4,0.0032,0.3392,0,1.4816,2,0.0096,0
LAUn,5,junipho,3,0.0024,0.2544,0,1.1112,1,0.0072,0
LAUn,5,koelerval,5,0.004,0.424,0,1.852,1,0.012,0
LAUn,5,LINU,10,0.008,0.848,0,3.704,5,0.024,0
LAUn,5,lygi,463,0.3704,39.2624,48,NA,NA,1.1112,0
LAUn,5,malcomia,16,0.0128,1.3568,0,5.9264,6,0.0384,0
LAUn,5,MATIOLA,2,0.0016,0.1696,1,0.7408,0,0.0048,0
LAUn,5,NEATOS,1,0.0008,0.0848,0,0.3704,1,0.0024,0
LAUn,5,PLAFRA,18,0.0144,1.5264,1,6.6672,6,0.0432,0
LAUn,5,PLAL,2,0.0016,0.1696,0,0.7408,0,0.0048,0
LAUn,5,poabul,5,0.004,0.424,2,1.852,5,0.012,0
LAUn,5,ROME,170,0.136,14.416,4,62.968,38,0.408,2
LAUn,5,save,3,0.0024,0.2544,0,1.1112,0,NA,NA
LAUn,5,SEDU,28,0.0224,2.3744,0,10.3712,15,0.0672,0
LAUn,5,sisymbrium,1,0.0008,0.0848,0,0.3704,1,0.0024,0
LAUn,5,sonchus,1,0.0008,0.0848,0,0.3704,0,0.0024,0
LAUn,5,SPERGULA,4,0.0032,0.3392,1,1.4816,2,0.0096,0
LAUn,5,STIPALAG,84,0.0672,7.1232,10,31.1136,23,0.2016,0
LAUn,5,STIPAR,35,0.028,2.968,1,12.964,9,0.084,0
LAUn,5,taraxa,1,0.0008,0.0848,0,0.3704,1,0.0024,0
LAUn,5,TEUCAP,16,0.0128,1.3568,1,5.9264,10,0.0384,0
LAUn,5,thapsia,5,0.004,0.424,1,1.852,4,0.012,0
LAUn,5,THYMUVU,75,0.06,6.36,3,27.78,33,0.18,0
LAUn,5,trigomon,1,0.0008,0.0848,1,0.3704,0,0.0024,0
LAUn,6,aizon,2,0.001598721,0.2126,0,0.6124,0,0.024,0
LAUn,6,alyaly,2,0.001598721,0.2126,0,0.6124,2,0.024,0
LAUn,6,anacyclu,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,ANAGA,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,ARTIBA,133,0.106314948,NA,NA,40.7246,35,1.596,0
LAUn,6,asphoce,7,0.005595524,0.7441,0,2.1434,7,0.084,0
LAUn,6,ASTER,9,0.007194245,0.9567,0,2.7558,8,0.108,0
LAUn,6,ASTRAG,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,astrase,2,0.001598721,0.2126,0,0.6124,2,0.024,0
LAUn,6,avebro,28,0.022382094,2.9764,3,8.5736,14,0.336,0
LAUn,6,avena,11,0.008792966,1.1693,4,3.3682,4,0.132,0
LAUn,6,BRADI,2,0.001598721,0.2126,0,0.6124,0,0.024,0
LAUn,6,BRARE,62,0.049560352,6.5906,1,18.9844,7,0.744,4
LAUn,6,BRORU,4,0.003197442,0.4252,1,1.2248,2,0.048,0
LAUn,6,buplefru,10,0.007993605,1.063,0,3.062,1,0.12,0
LAUn,6,BUPLEU,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,centa,2,0.001598721,0.2126,0,0.6124,0,0.024,0
LAUn,6,cistuclu,5,0.003996803,0.5315,0,1.531,0,0.06,0
LAUn,6,crepifo,1,0.000799361,0.1063,0,0.3062,1,0.012,0
LAUn,6,DACT,31,0.024780176,3.2953,3,9.4922,7,0.372,0
LAUn,6,DIPCA,3,0.002398082,0.3189,0,0.9186,0,0.036,0
LAUn,6,ely,2,0.001598721,0.2126,1,0.6124,0,0.024,0
LAUn,6,GENISCO,15,0.011990408,1.5945,1,4.593,0,0.18,0
LAUn,6,globu,2,0.001598721,0.2126,0,0.6124,0,0.024,0
LAUn,6,HEDYP,2,0.001598721,0.2126,0,0.6124,2,0.024,0
LAUn,6,helihirt,40,0.03197442,4.252,3,12.248,17,0.48,0
LAUn,6,HELIPI,14,0.011191047,1.4882,0,4.2868,0,0.168,0
LAUn,6,HORDEUM,8,0.006394884,0.8504,0,2.4496,0,0.096,0
LAUn,6,HYP,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,junipho,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,koelerval,11,0.008792966,1.1693,0,3.3682,0,0.132,0
LAUn,6,LINU,25,0.019984013,2.6575,3,7.655,9,0.3,0
LAUn,6,LINUSUB,1,0.000799361,0.1063,0,0.3062,1,0.012,0
LAUn,6,lygi,383,0.306155076,40.7129,35,NA,NA,4.596,5
LAUn,6,malcomia,26,0.020783373,2.7638,2,7.9612,8,0.312,0
LAUn,6,MEDILIT,4,0.003197442,0.4252,0,1.2248,2,0.048,0
LAUn,6,MUSGO,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,NEATOS,2,0.001598721,0.2126,1,0.6124,1,0.024,0
LAUn,6,onopus,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,PEGANUM,4,0.003197442,0.4252,1,1.2248,1,0.048,0
LAUn,6,PLAFRA,8,0.006394884,0.8504,1,2.4496,4,0.096,0
LAUn,6,PLAL,24,0.019184652,2.5512,4,7.3488,3,0.288,0
LAUn,6,polymon,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,rapis,1,0.000799361,0.1063,0,0.3062,0,0.012,0
LAUn,6,ROME,189,0.151079137,20.0907,3,57.8718,14,2.268,1
LAUn,6,save,15,0.011990408,1.5945,0,4.593,5,NA,NA
LAUn,6,SEDU,23,0.018385292,2.4449,2,7.0426,14,0.276,0
LAUn,6,sonchus,4,0.003197442,0.4252,0,1.2248,3,0.048,0
LAUn,6,SPERGULA,7,0.005595524,0.7441,1,2.1434,4,0.084,0
LAUn,6,STIPALAG,102,0.081534772,10.8426,23,31.2324,11,1.224,1
LAUn,6,STIPAR,23,0.018385292,2.4449,2,7.0426,1,0.276,2
LAUn,6,taraxa,13,0.010391687,1.3819,0,3.9806,10,0.156,0
LAUn,6,TEUCAP,5,0.003996803,0.5315,0,1.531,2,0.06,0
LAUn,6,THYMUVU,26,0.020783373,2.7638,1,7.9612,16,0.312,0
LAG,1,aegg,2,0.0016,0.4464,1,0.5664,0,0.1376,0
LAG,1,allium,5,0.004,1.116,1,1.416,1,0.344,1
LAG,1,anacyclu,1,0.0008,0.2232,0,0.2832,0,0.0688,0
LAG,1,anaga,1,0.0008,0.2232,0,0.2832,0,0.0688,0
LAG,1,ARTIBA,279,0.2232,NA,NA,79.0128,51,19.1952,5
LAG,1,aspa,4,0.0032,0.8928,0,1.1328,2,0.2752,0
LAG,1,ASTER,6,0.0048,1.3392,3,1.6992,3,0.4128,1
LAG,1,astrase,3,0.0024,0.6696,0,0.8496,1,0.2064,0
LAG,1,atracthu,3,0.0024,0.6696,2,0.8496,1,0.2064,0
LAG,1,atrip,34,0.0272,7.5888,4,9.6288,4,2.3392,4
LAG,1,avena,45,0.036,10.044,16,12.744,14,3.096,2
LAG,1,avenula,1,0.0008,0.2232,1,0.2832,0,0.0688,0
LAG,1,BRADI,110,0.088,24.552,34,31.152,14,7.568,12
LAG,1,BRARE,5,0.004,1.116,3,1.416,0,0.344,0
LAG,1,BRORU,24,0.0192,5.3568,14,6.7968,4,1.6512,1
LAG,1,bupba,2,0.0016,0.4464,0,0.5664,0,0.1376,0
LAG,1,centa,5,0.004,1.116,0,1.416,0,0.344,2
LAG,1,compu13,5,0.004,1.116,3,1.416,1,0.344,0
LAG,1,crepifo,12,0.0096,2.6784,5,3.3984,3,0.8256,0
LAG,1,DACT,59,0.0472,13.1688,17,16.7088,17,4.0592,6
LAG,1,DESMA,1,0.0008,0.2232,0,0.2832,1,0.0688,0
LAG,1,echina,4,0.0032,0.8928,1,1.1328,2,0.2752,0
LAG,1,festuca,5,0.004,1.116,2,1.416,0,0.344,0
LAG,1,FILAGO,9,0.0072,2.0088,1,2.5488,3,0.6192,0
LAG,1,GALIVE,12,0.0096,2.6784,2,3.3984,3,0.8256,1
